=== Environment Info ===
Job ID:    404846
Node:      dgx-46
GPU:       NVIDIA H800
Python:    /home/hxiaoap/.conda/envs/mia/bin/python
Version:   Python 3.10.20
PyTorch: 2.2.0+cu121, CUDA: 12.1

=== Data Efficiency Sweep (vision_only MLP) ===
Start time: 2026-05-03 15:30:13
--- frac=0.01 seed=1 ---
Epoch 017 | Train Loss: 0.0855 Val Loss: 0.0804 Val Acc: 0.9636
Epoch 018 | Train Loss: 0.0788 Val Loss: 0.0842 Val Acc: 0.9636
Epoch 019 | Train Loss: 0.0800 Val Loss: 0.0767 Val Acc: 0.9655
Epoch 020 | Train Loss: 0.0794 Val Loss: 0.0737 Val Acc: 0.9655
Epoch 021 | Train Loss: 0.0773 Val Loss: 0.0789 Val Acc: 0.9636
Epoch 022 | Train Loss: 0.0753 Val Loss: 0.0776 Val Acc: 0.9655
Epoch 023 | Train Loss: 0.0757 Val Loss: 0.0738 Val Acc: 0.9636
Epoch 024 | Train Loss: 0.0759 Val Loss: 0.0753 Val Acc: 0.9655
Epoch 025 | Train Loss: 0.0742 Val Loss: 0.0686 Val Acc: 0.9732
Epoch 026 | Train Loss: 0.0727 Val Loss: 0.0759 Val Acc: 0.9655
Epoch 027 | Train Loss: 0.0728 Val Loss: 0.0727 Val Acc: 0.9674
Epoch 028 | Train Loss: 0.0733 Val Loss: 0.0707 Val Acc: 0.9732
Epoch 029 | Train Loss: 0.0718 Val Loss: 0.0706 Val Acc: 0.9751
Epoch 030 | Train Loss: 0.0716 Val Loss: 0.0706 Val Acc: 0.9732
Test metrics: {'accuracy': 0.7628205128205128, 'auroc': 0.9320622397545475, 'auprc': 0.9551775538690747, 'confusion_matrix': [[92, 142], [6, 384]], 'recall_sensitivity': 0.9846153846153847, 'specificity': 0.39316239316239315, 'precision_curve': [0.625, 0.6260032102728732, 0.6270096463022508, 0.6280193236714976, 0.6290322580645161, 0.630048465266559, 0.6310679611650486, 0.6320907617504052, 0.6331168831168831, 0.6341463414634146, 0.6351791530944625, 0.636215334420881, 0.6372549019607843, 0.6382978723404256, 0.639344262295082, 0.6403940886699507, 0.6398026315789473, 0.6408566721581549, 0.641914191419142, 0.6429752066115703, 0.6440397350993378, 0.6451077943615257, 0.6461794019933554, 0.6472545757071547, 0.6483333333333333, 0.6494156928213689, 0.6488294314381271, 0.6499162479061976, 0.6510067114093959, 0.6521008403361345, 0.6531986531986532, 0.654300168634064, 0.6554054054054054, 0.6565143824027073, 0.6576271186440678, 0.6587436332767402, 0.6598639455782312, 0.6609880749574105, 0.6621160409556314, 0.6615384615384615, 0.6626712328767124, 0.6638078902229846, 0.6649484536082474, 0.6660929432013769, 0.6672413793103448, 0.6683937823834197, 0.6678200692041523, 0.6689774696707106, 0.6701388888888888, 0.671304347826087, 0.6724738675958188, 0.6736474694589878, 0.6748251748251748, 0.6760070052539404, 0.6771929824561403, 0.6766256590509666, 0.6778169014084507, 0.6790123456790124, 0.6802120141342756, 0.6814159292035398, 0.6826241134751773, 0.6838365896980462, 0.6850533807829181, 0.6862745098039216, 0.6875, 0.6887298747763864, 0.6899641577060932, 0.6912028725314183, 0.6924460431654677, 0.6936936936936937, 0.6949458483754513, 0.6962025316455697, 0.697463768115942, 0.6987295825771325, 0.7, 0.7012750455373407, 0.7025547445255474, 0.7038391224862889, 0.7051282051282052, 0.7064220183486238, 0.7077205882352942, 0.7090239410681399, 0.7103321033210332, 0.711645101663586, 0.7129629629629629, 0.7142857142857143, 0.7156133828996283, 0.7169459962756052, 0.7182835820895522, 0.719626168224299, 0.7209737827715356, 0.7223264540337712, 0.7236842105263158, 0.7250470809792844, 0.7245283018867924, 0.725897920604915, 0.7272727272727273, 0.7286527514231499, 0.7300380228136882, 0.7314285714285714, 0.732824427480916, 0.734225621414914, 0.7337164750957854, 0.7351247600767754, 0.7365384615384616, 0.7379576107899807, 0.7393822393822393, 0.7408123791102514, 0.7422480620155039, 0.7436893203883496, 0.7431906614785992, 0.7446393762183235, 0.74609375, 0.7475538160469667, 0.7490196078431373, 0.75049115913556, 0.7519685039370079, 0.7534516765285996, 0.7549407114624506, 0.7564356435643564, 0.7579365079365079, 0.7594433399602386, 0.7609561752988048, 0.7624750499001997, 0.764, 0.7655310621242485, 0.7670682730923695, 0.7686116700201208, 0.7701612903225806, 0.7717171717171717, 0.7732793522267206, 0.7748478701825557, 0.7764227642276422, 0.7759674134419552, 0.7775510204081633, 0.7791411042944786, 0.7807377049180327, 0.7823408624229979, 0.7839506172839507, 0.7855670103092783, 0.7871900826446281, 0.7888198757763976, 0.7904564315352697, 0.7920997920997921, 0.79375, 0.7954070981210856, 0.797071129707113, 0.7987421383647799, 0.7983193277310925, 0.8, 0.8016877637130801, 0.8033826638477801, 0.8050847457627118, 0.8067940552016986, 0.8085106382978723, 0.8081023454157783, 0.8098290598290598, 0.8115631691648822, 0.8133047210300429, 0.8150537634408602, 0.8146551724137931, 0.816414686825054, 0.8181818181818182, 0.8199566160520607, 0.8217391304347826, 0.8235294117647058, 0.8231441048034934, 0.824945295404814, 0.8267543859649122, 0.8285714285714286, 0.8303964757709251, 0.8322295805739515, 0.834070796460177, 0.8337028824833703, 0.8333333333333334, 0.8351893095768375, 0.8348214285714286, 0.8366890380313199, 0.8363228699551569, 0.8382022471910112, 0.8378378378378378, 0.837471783295711, 0.8393665158371041, 0.8412698412698413, 0.8431818181818181, 0.8451025056947609, 0.8470319634703196, 0.8489702517162472, 0.8486238532110092, 0.8505747126436781, 0.8525345622119815, 0.8521939953810623, 0.8541666666666666, 0.8538283062645011, 0.8558139534883721, 0.8578088578088578, 0.8574766355140186, 0.8594847775175644, 0.8591549295774648, 0.8611764705882353, 0.8632075471698113, 0.8628841607565012, 0.8649289099526066, 0.8646080760095012, 0.8642857142857143, 0.8663484486873508, 0.8660287081339713, 0.86810551558753, 0.8677884615384616, 0.8674698795180723, 0.8695652173913043, 0.8716707021791767, 0.8713592233009708, 0.8710462287104623, 0.8707317073170732, 0.8728606356968215, 0.875, 0.8771498771498771, 0.8793103448275862, 0.8790123456790123, 0.8787128712871287, 0.8808933002481389, 0.8830845771144279, 0.8827930174563591, 0.8825, 0.8822055137844611, 0.8844221105527639, 0.8841309823677582, 0.8863636363636364, 0.8860759493670886, 0.8883248730964467, 0.8880407124681934, 0.8877551020408163, 0.887468030690537, 0.8897435897435897, 0.8920308483290489, 0.8917525773195877, 0.8914728682170543, 0.8937823834196891, 0.8935064935064935, 0.8932291666666666, 0.8955613577023499, 0.8952879581151832, 0.8976377952755905, 0.9, 0.9023746701846965, 0.9021164021164021, 0.9045092838196287, 0.9069148936170213, 0.9066666666666666, 0.9090909090909091, 0.9088471849865952, 0.9086021505376344, 0.9083557951482479, 0.9108108108108108, 0.9105691056910569, 0.9103260869565217, 0.9100817438692098, 0.9098360655737705, 0.9095890410958904, 0.9120879120879121, 0.9146005509641874, 0.914364640883978, 0.9141274238227147, 0.9138888888888889, 0.9164345403899722, 0.9162011173184358, 0.9159663865546218, 0.9157303370786517, 0.9154929577464789, 0.9180790960451978, 0.9178470254957507, 0.9204545454545454, 0.9202279202279202, 0.92, 0.9226361031518625, 0.9252873563218391, 0.9279538904899135, 0.9277456647398844, 0.927536231884058, 0.9273255813953488, 0.9271137026239067, 0.9298245614035088, 0.9325513196480938, 0.9323529411764706, 0.9351032448377581, 0.9349112426035503, 0.9376854599406528, 0.9375, 0.9373134328358209, 0.937125748502994, 0.9369369369369369, 0.9367469879518072, 0.9365558912386707, 0.9363636363636364, 0.9361702127659575, 0.9359756097560976, 0.9388379204892966, 0.941717791411043, 0.9415384615384615, 0.941358024691358, 0.9411764705882353, 0.9440993788819876, 0.9439252336448598, 0.94375, 0.9435736677115988, 0.9465408805031447, 0.9463722397476341, 0.9462025316455697, 0.946031746031746, 0.945859872611465, 0.9456869009584664, 0.9455128205128205, 0.9453376205787781, 0.9451612903225807, 0.9449838187702265, 0.948051948051948, 0.9511400651465798, 0.9509803921568627, 0.9508196721311475, 0.9506578947368421, 0.9504950495049505, 0.9503311258278145, 0.9501661129568106, 0.9533333333333334, 0.9531772575250836, 0.9563758389261745, 0.9562289562289562, 0.9594594594594594, 0.9593220338983051, 0.9591836734693877, 0.9590443686006825, 0.958904109589041, 0.9587628865979382, 0.9586206896551724, 0.9584775086505191, 0.9583333333333334, 0.9581881533101045, 0.9615384615384616, 0.9614035087719298, 0.9612676056338029, 0.9611307420494699, 0.9609929078014184, 0.9644128113879004, 0.9642857142857143, 0.96415770609319, 0.9640287769784173, 0.9638989169675091, 0.9637681159420289, 0.9636363636363636, 0.9635036496350365, 0.9633699633699634, 0.9669117647058824, 0.966789667896679, 0.9666666666666667, 0.966542750929368, 0.9662921348314607, 0.9661654135338346, 0.9660377358490566, 0.9659090909090909, 0.9657794676806084, 0.9656488549618321, 0.9655172413793104, 0.9653846153846154, 0.9652509652509652, 0.9651162790697675, 0.9649805447470817, 0.96484375, 0.9647058823529412, 0.968503937007874, 0.9683794466403162, 0.9722222222222222, 0.9721115537848606, 0.972, 0.9718875502008032, 0.9717741935483871, 0.97165991902834, 0.9715447154471545, 0.9755102040816327, 0.9754098360655737, 0.9753086419753086, 0.9752066115702479, 0.975103734439834, 0.975, 0.9748953974895398, 0.9747899159663865, 0.9746835443037974, 0.9745762711864406, 0.9744680851063829, 0.9743589743589743, 0.9742489270386266, 0.9741379310344828, 0.974025974025974, 0.9739130434782609, 0.9737991266375546, 0.9736842105263158, 0.9779735682819384, 0.9778761061946902, 0.9777777777777777, 0.9776785714285714, 0.9775784753363229, 0.9774774774774775, 0.9773755656108597, 0.9772727272727273, 0.9771689497716894, 0.9770642201834863, 0.9769585253456221, 0.9768518518518519, 0.9767441860465116, 0.9766355140186916, 0.9765258215962441, 0.9764150943396226, 0.976303317535545, 0.9761904761904762, 0.9760765550239234, 0.9759615384615384, 0.9758454106280193, 0.9757281553398058, 0.975609756097561, 0.9754901960784313, 0.9753694581280788, 0.9752475247524752, 0.9751243781094527, 0.975, 0.9748743718592965, 0.9747474747474747, 0.9796954314720813, 0.9795918367346939, 0.9794871794871794, 0.979381443298969, 0.9792746113989638, 0.9791666666666666, 0.9790575916230366, 0.9789473684210527, 0.9788359788359788, 0.9787234042553191, 0.9786096256684492, 0.978494623655914, 0.9783783783783784, 0.9782608695652174, 0.9781420765027322, 0.978021978021978, 0.9779005524861878, 0.9777777777777777, 0.9776536312849162, 0.9775280898876404, 0.9774011299435028, 0.9772727272727273, 0.9771428571428571, 0.9770114942528736, 0.976878612716763, 0.9767441860465116, 0.9766081871345029, 0.9764705882352941, 0.9763313609467456, 0.9761904761904762, 0.9760479041916168, 0.9759036144578314, 0.9757575757575757, 0.9817073170731707, 0.9815950920245399, 0.9814814814814815, 0.9813664596273292, 0.98125, 0.9811320754716981, 0.9810126582278481, 0.9808917197452229, 0.9807692307692307, 0.9806451612903225, 0.9805194805194806, 0.9803921568627451, 0.9802631578947368, 0.9801324503311258, 0.98, 0.9798657718120806, 0.9797297297297297, 0.9795918367346939, 0.9794520547945206, 0.9793103448275862, 0.9791666666666666, 0.9790209790209791, 0.9788732394366197, 0.9787234042553191, 0.9785714285714285, 0.9784172661870504, 0.9782608695652174, 0.9781021897810219, 0.9779411764705882, 0.9777777777777777, 0.9776119402985075, 0.9774436090225563, 0.9772727272727273, 0.9770992366412213, 0.9769230769230769, 0.9767441860465116, 0.9765625, 0.9763779527559056, 0.9761904761904762, 0.976, 0.9758064516129032, 0.9754098360655737, 0.9752066115702479, 0.975, 0.9747899159663865, 0.9745762711864406, 0.9743589743589743, 0.9827586206896551, 0.9826086956521739, 0.9824561403508771, 0.9823008849557522, 0.9821428571428571, 0.9819819819819819, 0.9818181818181818, 0.981651376146789, 0.9814814814814815, 0.9813084112149533, 0.9811320754716981, 0.9809523809523809, 0.9807692307692307, 0.9805825242718447, 0.9803921568627451, 0.9801980198019802, 0.98, 0.9797979797979798, 0.9795918367346939, 0.979381443298969, 0.9791666666666666, 0.9789473684210527, 0.9787234042553191, 0.978494623655914, 0.9782608695652174, 0.978021978021978, 0.9777777777777777, 0.9775280898876404, 0.9772727272727273, 0.9770114942528736, 0.9767441860465116, 0.9764705882352941, 0.9761904761904762, 0.975609756097561, 0.9753086419753086, 0.975, 0.9746835443037974, 0.9743589743589743, 0.974025974025974, 0.9736842105263158, 0.9733333333333334, 0.972972972972973, 0.9726027397260274, 0.9722222222222222, 0.9859154929577465, 0.9857142857142858, 0.9855072463768116, 0.9852941176470589, 0.9850746268656716, 0.9848484848484849, 0.9846153846153847, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0], 'recall_curve': [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9974358974358974, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9948717948717949, 0.9923076923076923, 0.9923076923076923, 0.9923076923076923, 0.9923076923076923, 0.9923076923076923, 0.9923076923076923, 0.9923076923076923, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9897435897435898, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9871794871794872, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.9846153846153847, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.982051282051282, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9794871794871794, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9769230769230769, 0.9743589743589743, 0.9743589743589743, 0.9743589743589743, 0.9743589743589743, 0.9743589743589743, 0.9743589743589743, 0.9743589743589743, 0.9717948717948718, 0.9717948717948718, 0.9717948717948718, 0.9717948717948718, 0.9717948717948718, 0.9692307692307692, 0.9692307692307692, 0.9692307692307692, 0.9692307692307692, 0.9692307692307692, 0.9692307692307692, 0.9666666666666667, 0.9666666666666667, 0.9666666666666667, 0.9666666666666667, 0.9666666666666667, 0.9666666666666667, 0.9666666666666667, 0.9641025641025641, 0.9615384615384616, 0.9615384615384616, 0.958974358974359, 0.958974358974359, 0.9564102564102565, 0.9564102564102565, 0.9538461538461539, 0.9512820512820512, 0.9512820512820512, 0.9512820512820512, 0.9512820512820512, 0.9512820512820512, 0.9512820512820512, 0.9512820512820512, 0.9487179487179487, 0.9487179487179487, 0.9487179487179487, 0.9461538461538461, 0.9461538461538461, 0.9435897435897436, 0.9435897435897436, 0.9435897435897436, 0.941025641025641, 0.941025641025641, 0.9384615384615385, 0.9384615384615385, 0.9384615384615385, 0.9358974358974359, 0.9358974358974359, 0.9333333333333333, 0.9307692307692308, 0.9307692307692308, 0.9282051282051282, 0.9282051282051282, 0.9256410256410257, 0.9230769230769231, 0.9230769230769231, 0.9230769230769231, 0.9205128205128205, 0.9179487179487179, 0.9153846153846154, 0.9153846153846154, 0.9153846153846154, 0.9153846153846154, 0.9153846153846154, 0.9128205128205128, 0.9102564102564102, 0.9102564102564102, 0.9102564102564102, 0.9076923076923077, 0.9051282051282051, 0.9025641025641026, 0.9025641025641026, 0.9, 0.9, 0.8974358974358975, 0.8974358974358975, 0.8948717948717949, 0.8923076923076924, 0.8897435897435897, 0.8897435897435897, 0.8897435897435897, 0.8871794871794871, 0.8846153846153846, 0.8846153846153846, 0.882051282051282, 0.8794871794871795, 0.8794871794871795, 0.8769230769230769, 0.8769230769230769, 0.8769230769230769, 0.8769230769230769, 0.8743589743589744, 0.8743589743589744, 0.8743589743589744, 0.8717948717948718, 0.8717948717948718, 0.8692307692307693, 0.8666666666666667, 0.8641025641025641, 0.8641025641025641, 0.8615384615384616, 0.8589743589743589, 0.8564102564102564, 0.8538461538461538, 0.8512820512820513, 0.8512820512820513, 0.8512820512820513, 0.8487179487179487, 0.8461538461538461, 0.8435897435897436, 0.8435897435897436, 0.841025641025641, 0.8384615384615385, 0.8358974358974359, 0.8333333333333334, 0.8333333333333334, 0.8307692307692308, 0.8307692307692308, 0.8282051282051283, 0.8256410256410256, 0.8256410256410256, 0.8256410256410256, 0.8256410256410256, 0.823076923076923, 0.8205128205128205, 0.8179487179487179, 0.8153846153846154, 0.8153846153846154, 0.8153846153846154, 0.8128205128205128, 0.8128205128205128, 0.8102564102564103, 0.8102564102564103, 0.8076923076923077, 0.8051282051282052, 0.8025641025641026, 0.8, 0.7974358974358975, 0.7948717948717948, 0.7923076923076923, 0.7897435897435897, 0.7871794871794872, 0.7871794871794872, 0.7871794871794872, 0.7846153846153846, 0.782051282051282, 0.7794871794871795, 0.7794871794871795, 0.7769230769230769, 0.7743589743589744, 0.7717948717948718, 0.7717948717948718, 0.7692307692307693, 0.7666666666666667, 0.764102564102564, 0.7615384615384615, 0.7589743589743589, 0.7564102564102564, 0.7538461538461538, 0.7512820512820513, 0.7487179487179487, 0.7487179487179487, 0.7487179487179487, 0.7461538461538462, 0.7435897435897436, 0.7410256410256411, 0.7384615384615385, 0.735897435897436, 0.7333333333333333, 0.7333333333333333, 0.7307692307692307, 0.7307692307692307, 0.7282051282051282, 0.7282051282051282, 0.7256410256410256, 0.7230769230769231, 0.7205128205128205, 0.717948717948718, 0.7153846153846154, 0.7128205128205128, 0.7102564102564103, 0.7076923076923077, 0.7051282051282052, 0.7051282051282052, 0.7025641025641025, 0.7, 0.6974358974358974, 0.6948717948717948, 0.6948717948717948, 0.6923076923076923, 0.6897435897435897, 0.6871794871794872, 0.6846153846153846, 0.6820512820512821, 0.6794871794871795, 0.676923076923077, 0.6743589743589744, 0.6743589743589744, 0.6717948717948717, 0.6692307692307692, 0.6666666666666666, 0.6615384615384615, 0.658974358974359, 0.6564102564102564, 0.6538461538461539, 0.6512820512820513, 0.6487179487179487, 0.6461538461538462, 0.6435897435897436, 0.6410256410256411, 0.6384615384615384, 0.6358974358974359, 0.6333333333333333, 0.6307692307692307, 0.6307692307692307, 0.6282051282051282, 0.6282051282051282, 0.6256410256410256, 0.6230769230769231, 0.6205128205128205, 0.617948717948718, 0.6153846153846154, 0.6128205128205129, 0.6128205128205129, 0.6102564102564103, 0.6076923076923076, 0.6051282051282051, 0.6025641025641025, 0.6, 0.5974358974358974, 0.5948717948717949, 0.5923076923076923, 0.5897435897435898, 0.5871794871794872, 0.5846153846153846, 0.5820512820512821, 0.5794871794871795, 0.5769230769230769, 0.5743589743589743, 0.5717948717948718, 0.5692307692307692, 0.5692307692307692, 0.5666666666666667, 0.5641025641025641, 0.5615384615384615, 0.558974358974359, 0.5564102564102564, 0.5538461538461539, 0.5512820512820513, 0.5487179487179488, 0.5461538461538461, 0.5435897435897435, 0.541025641025641, 0.5384615384615384, 0.5358974358974359, 0.5333333333333333, 0.5307692307692308, 0.5282051282051282, 0.5256410256410257, 0.5230769230769231, 0.5205128205128206, 0.517948717948718, 0.5153846153846153, 0.5128205128205128, 0.5102564102564102, 0.5076923076923077, 0.5051282051282051, 0.5025641025641026, 0.5, 0.49743589743589745, 0.4948717948717949, 0.4948717948717949, 0.49230769230769234, 0.4897435897435897, 0.48717948717948717, 0.4846153846153846, 0.48205128205128206, 0.4794871794871795, 0.47692307692307695, 0.47435897435897434, 0.4717948717948718, 0.46923076923076923, 0.4666666666666667, 0.4641025641025641, 0.46153846153846156, 0.45897435897435895, 0.4564102564102564, 0.45384615384615384, 0.4512820512820513, 0.44871794871794873, 0.4461538461538462, 0.44358974358974357, 0.441025641025641, 0.43846153846153846, 0.4358974358974359, 0.43333333333333335, 0.4307692307692308, 0.4282051282051282, 0.4256410256410256, 0.4230769230769231, 0.4205128205128205, 0.41794871794871796, 0.4153846153846154, 0.4128205128205128, 0.4128205128205128, 0.41025641025641024, 0.4076923076923077, 0.40512820512820513, 0.4025641025641026, 0.4, 0.3974358974358974, 0.39487179487179486, 0.3923076923076923, 0.38974358974358975, 0.3871794871794872, 0.38461538461538464, 0.382051282051282, 0.37948717948717947, 0.3769230769230769, 0.37435897435897436, 0.3717948717948718, 0.36923076923076925, 0.36666666666666664, 0.3641025641025641, 0.36153846153846153, 0.358974358974359, 0.3564102564102564, 0.35384615384615387, 0.35128205128205126, 0.3487179487179487, 0.34615384615384615, 0.3435897435897436, 0.34102564102564104, 0.3384615384615385, 0.33589743589743587, 0.3333333333333333, 0.33076923076923076, 0.3282051282051282, 0.32564102564102565, 0.3230769230769231, 0.32051282051282054, 0.31794871794871793, 0.3153846153846154, 0.3128205128205128, 0.31025641025641026, 0.30512820512820515, 0.30256410256410254, 0.3, 0.29743589743589743, 0.2948717948717949, 0.2923076923076923, 0.2923076923076923, 0.28974358974358977, 0.28717948717948716, 0.2846153846153846, 0.28205128205128205, 0.2794871794871795, 0.27692307692307694, 0.2743589743589744, 0.2717948717948718, 0.2692307692307692, 0.26666666666666666, 0.2641025641025641, 0.26153846153846155, 0.258974358974359, 0.2564102564102564, 0.25384615384615383, 0.2512820512820513, 0.24871794871794872, 0.24615384615384617, 0.24358974358974358, 0.24102564102564103, 0.23846153846153847, 0.2358974358974359, 0.23333333333333334, 0.23076923076923078, 0.2282051282051282, 0.22564102564102564, 0.2230769230769231, 0.2205128205128205, 0.21794871794871795, 0.2153846153846154, 0.2128205128205128, 0.21025641025641026, 0.20512820512820512, 0.20256410256410257, 0.2, 0.19743589743589743, 0.19487179487179487, 0.19230769230769232, 0.18974358974358974, 0.18717948717948718, 0.18461538461538463, 0.18205128205128204, 0.1794871794871795, 0.1794871794871795, 0.17692307692307693, 0.17435897435897435, 0.1717948717948718, 0.16923076923076924, 0.16666666666666666, 0.1641025641025641, 0.1641025641025641, 0.16153846153846155, 0.15897435897435896, 0.1564102564102564, 0.15384615384615385, 0.15128205128205127, 0.14871794871794872, 0.14358974358974358, 0.14102564102564102, 0.13846153846153847, 0.1358974358974359, 0.13333333333333333, 0.13076923076923078, 0.1282051282051282, 0.12564102564102564, 0.12307692307692308, 0.12051282051282051, 0.11794871794871795, 0.11538461538461539, 0.11282051282051282, 0.11025641025641025, 0.1076923076923077, 0.10512820512820513, 0.10256410256410256, 0.1, 0.09743589743589744, 0.09487179487179487, 0.09230769230769231, 0.08974358974358974, 0.08717948717948718, 0.08461538461538462, 0.08205128205128205, 0.07948717948717948, 0.07692307692307693, 0.07435897435897436, 0.07179487179487179, 0.06923076923076923, 0.06666666666666667, 0.0641025641025641, 0.06153846153846154, 0.05897435897435897, 0.05641025641025641, 0.05384615384615385, 0.05128205128205128, 0.04871794871794872, 0.046153846153846156, 0.04358974358974359, 0.041025641025641026, 0.038461538461538464, 0.03333333333333333, 0.03076923076923077, 0.028205128205128206, 0.02564102564102564, 0.023076923076923078, 0.020512820512820513, 0.017948717948717947, 0.015384615384615385, 0.010256410256410256, 0.007692307692307693, 0.005128205128205128, 0.0], 'loss': 0.9171536004481217}
